,graph_name,reordering_strategy,system,infrastructure,speedup,MeanDegree,Clustering,graph_type
272,watts-strogatz-V_3000000-K_40-P_0.2,HubCluster,pyg,cuda,1.722367749726183,40.0,0.38,watts
273,watts-strogatz-V_3000000-K_40-P_0.2,rcm,pyg,cuda,1.5890489973776678,40.0,0.38,watts
274,watts-strogatz-V_3000000-K_40-P_0.2,metis-16,pyg,cuda,1.7230461765015246,40.0,0.38,watts
275,watts-strogatz-V_3000000-K_40-P_0.2,HubSort,pyg,cuda,1.6616676620489486,40.0,0.38,watts
276,watts-strogatz-V_3000000-K_40-P_0.2,dfs,pyg,cuda,1.7117082658530367,40.0,0.38,watts
277,watts-strogatz-V_3000000-K_40-P_0.2,rabbit,pyg,cuda,1.6975174849698056,40.0,0.38,watts
278,watts-strogatz-V_3000000-K_40-P_0.2,ldg,pyg,cuda,1.1268518169466124,40.0,0.38,watts
279,watts-strogatz-V_3000000-K_40-P_0.2,minla,pyg,cuda,1.7495539625856342,40.0,0.38,watts
280,watts-strogatz-V_3000000-K_40-P_0.2,metis-1024,pyg,cuda,1.704516671747547,40.0,0.38,watts
281,watts-strogatz-V_3000000-K_40-P_0.2,gorder,pyg,cuda,1.7035925613363392,40.0,0.38,watts
282,watts-strogatz-V_3000000-K_40-P_0.2,bfs,pyg,cuda,1.55074923717238,40.0,0.38,watts
283,watts-strogatz-V_3000000-K_40-P_0.2,metis-65536,pyg,cuda,1.654783864200869,40.0,0.38,watts
284,watts-strogatz-V_3000000-K_40-P_0.2,metis-8192,pyg,cuda,1.6941194108511806,40.0,0.38,watts
285,watts-strogatz-V_3000000-K_40-P_0.2,slashburn,pyg,cuda,1.749936078816945,40.0,0.38,watts
286,watts-strogatz-V_3000000-K_40-P_0.2,metis-128,pyg,cuda,1.712919270751066,40.0,0.38,watts
287,watts-strogatz-V_3000000-K_40-P_0.2,DegSort,pyg,cuda,1.6454807712439434,40.0,0.38,watts
288,watts-strogatz-V_3000000-K_40-P_0.2,slashburn,dgl,cpu,1.4640301917503797,40.0,0.38,watts
289,watts-strogatz-V_3000000-K_40-P_0.2,ldg,dgl,cpu,1.0746443400743992,40.0,0.38,watts
290,watts-strogatz-V_3000000-K_40-P_0.2,HubSort,dgl,cpu,1.337507973702869,40.0,0.38,watts
291,watts-strogatz-V_3000000-K_40-P_0.2,DegSort,dgl,cpu,1.3447011778423097,40.0,0.38,watts
292,watts-strogatz-V_3000000-K_40-P_0.2,bfs,dgl,cpu,1.3472065306563366,40.0,0.38,watts
293,watts-strogatz-V_3000000-K_40-P_0.2,metis-8192,dgl,cpu,1.5861675936553083,40.0,0.38,watts
294,watts-strogatz-V_3000000-K_40-P_0.2,metis-65536,dgl,cpu,1.5671493651210895,40.0,0.38,watts
295,watts-strogatz-V_3000000-K_40-P_0.2,dfs,dgl,cpu,1.4899713948491002,40.0,0.38,watts
296,watts-strogatz-V_3000000-K_40-P_0.2,metis-128,dgl,cpu,1.6730379545157308,40.0,0.38,watts
297,watts-strogatz-V_3000000-K_40-P_0.2,metis-16,dgl,cpu,1.660170666670065,40.0,0.38,watts
298,watts-strogatz-V_3000000-K_40-P_0.2,rabbit,dgl,cpu,1.6302712913285395,40.0,0.38,watts
299,watts-strogatz-V_3000000-K_40-P_0.2,rcm,dgl,cpu,1.3431582686834573,40.0,0.38,watts
300,watts-strogatz-V_3000000-K_40-P_0.2,minla,dgl,cpu,1.4862857886098015,40.0,0.38,watts
301,watts-strogatz-V_3000000-K_40-P_0.2,metis-1024,dgl,cpu,1.670771870819561,40.0,0.38,watts
302,watts-strogatz-V_3000000-K_40-P_0.2,HubCluster,dgl,cpu,1.4456787378910798,40.0,0.38,watts
303,watts-strogatz-V_3000000-K_40-P_0.2,gorder,dgl,cpu,1.4508258343481697,40.0,0.38,watts
304,watts-strogatz-V_3000000-K_40-P_0.2,minla,pyg,cpu,1.1755649469607825,40.0,0.38,watts
305,watts-strogatz-V_3000000-K_40-P_0.2,slashburn,pyg,cpu,1.1710832137828802,40.0,0.38,watts
306,watts-strogatz-V_3000000-K_40-P_0.2,dfs,pyg,cpu,1.1550622399619945,40.0,0.38,watts
307,watts-strogatz-V_3000000-K_40-P_0.2,metis-8192,pyg,cpu,1.1308412637438336,40.0,0.38,watts
308,watts-strogatz-V_3000000-K_40-P_0.2,metis-16,pyg,cpu,1.1560548485773752,40.0,0.38,watts
309,watts-strogatz-V_3000000-K_40-P_0.2,rabbit,pyg,cpu,1.1590109992150772,40.0,0.38,watts
310,watts-strogatz-V_3000000-K_40-P_0.2,gorder,pyg,cpu,1.1501466341575897,40.0,0.38,watts
311,watts-strogatz-V_3000000-K_40-P_0.2,bfs,pyg,cpu,1.1211944635520363,40.0,0.38,watts
312,watts-strogatz-V_3000000-K_40-P_0.2,HubSort,pyg,cpu,1.130371372896068,40.0,0.38,watts
313,watts-strogatz-V_3000000-K_40-P_0.2,rcm,pyg,cpu,1.1087243250587973,40.0,0.38,watts
314,watts-strogatz-V_3000000-K_40-P_0.2,metis-65536,pyg,cpu,1.1321963242925883,40.0,0.38,watts
315,watts-strogatz-V_3000000-K_40-P_0.2,metis-128,pyg,cpu,1.1479380398804637,40.0,0.38,watts
316,watts-strogatz-V_3000000-K_40-P_0.2,metis-1024,pyg,cpu,1.1591437547480856,40.0,0.38,watts
317,watts-strogatz-V_3000000-K_40-P_0.2,ldg,pyg,cpu,1.022757703637859,40.0,0.38,watts
318,watts-strogatz-V_3000000-K_40-P_0.2,DegSort,pyg,cpu,1.1226977605053576,40.0,0.38,watts
319,watts-strogatz-V_3000000-K_40-P_0.2,HubCluster,pyg,cpu,1.1442987213817404,40.0,0.38,watts
320,watts-strogatz-V_3000000-K_40-P_0.5,bfs,pyg,cuda,1.2102505453016281,40.0,0.09,watts
321,watts-strogatz-V_3000000-K_40-P_0.5,rabbit,pyg,cuda,1.3706498359871453,40.0,0.09,watts
322,watts-strogatz-V_3000000-K_40-P_0.5,ldg,pyg,cuda,1.0094134498896088,40.0,0.09,watts
323,watts-strogatz-V_3000000-K_40-P_0.5,dfs,pyg,cuda,1.4448912404759584,40.0,0.09,watts
324,watts-strogatz-V_3000000-K_40-P_0.5,metis-1024,pyg,cuda,1.3707344955141227,40.0,0.09,watts
325,watts-strogatz-V_3000000-K_40-P_0.5,metis-128,pyg,cuda,1.3707748132504662,40.0,0.09,watts
326,watts-strogatz-V_3000000-K_40-P_0.5,metis-16,pyg,cuda,1.3922925418782066,40.0,0.09,watts
327,watts-strogatz-V_3000000-K_40-P_0.5,HubSort,pyg,cuda,1.3601102158633949,40.0,0.09,watts
328,watts-strogatz-V_3000000-K_40-P_0.5,gorder,pyg,cuda,1.3732605391125534,40.0,0.09,watts
329,watts-strogatz-V_3000000-K_40-P_0.5,rcm,pyg,cuda,1.2952323250289963,40.0,0.09,watts
330,watts-strogatz-V_3000000-K_40-P_0.5,minla,pyg,cuda,1.4547978702261393,40.0,0.09,watts
331,watts-strogatz-V_3000000-K_40-P_0.5,HubCluster,pyg,cuda,1.446353093698023,40.0,0.09,watts
332,watts-strogatz-V_3000000-K_40-P_0.5,slashburn,pyg,cuda,1.4583231895767457,40.0,0.09,watts
333,watts-strogatz-V_3000000-K_40-P_0.5,metis-8192,pyg,cuda,1.3647327589455016,40.0,0.09,watts
334,watts-strogatz-V_3000000-K_40-P_0.5,DegSort,pyg,cuda,1.3420835790728243,40.0,0.09,watts
335,watts-strogatz-V_3000000-K_40-P_0.5,metis-65536,pyg,cuda,1.3239934491642602,40.0,0.09,watts
336,watts-strogatz-V_3000000-K_40-P_0.5,metis-16,dgl,cuda,1.2492827587278783,40.0,0.09,watts
337,watts-strogatz-V_3000000-K_40-P_0.5,metis-65536,dgl,cuda,1.1970697919691766,40.0,0.09,watts
338,watts-strogatz-V_3000000-K_40-P_0.5,minla,dgl,cuda,1.2811157694478328,40.0,0.09,watts
339,watts-strogatz-V_3000000-K_40-P_0.5,HubSort,dgl,cuda,1.174388665414146,40.0,0.09,watts
340,watts-strogatz-V_3000000-K_40-P_0.5,dfs,dgl,cuda,1.2544298903655804,40.0,0.09,watts
341,watts-strogatz-V_3000000-K_40-P_0.5,metis-128,dgl,cuda,1.1888489547197638,40.0,0.09,watts
342,watts-strogatz-V_3000000-K_40-P_0.5,gorder,dgl,cuda,1.2526837388871195,40.0,0.09,watts
343,watts-strogatz-V_3000000-K_40-P_0.5,metis-1024,dgl,cuda,1.2728744408885901,40.0,0.09,watts
344,watts-strogatz-V_3000000-K_40-P_0.5,rabbit,dgl,cuda,1.2115046806318317,40.0,0.09,watts
345,watts-strogatz-V_3000000-K_40-P_0.5,DegSort,dgl,cuda,1.096046153722192,40.0,0.09,watts
346,watts-strogatz-V_3000000-K_40-P_0.5,HubCluster,dgl,cuda,1.2215372011350885,40.0,0.09,watts
347,watts-strogatz-V_3000000-K_40-P_0.5,slashburn,dgl,cuda,1.2558436983789512,40.0,0.09,watts
348,watts-strogatz-V_3000000-K_40-P_0.5,bfs,dgl,cuda,1.0464215993462342,40.0,0.09,watts
349,watts-strogatz-V_3000000-K_40-P_0.5,metis-8192,dgl,cuda,1.236558936770398,40.0,0.09,watts
350,watts-strogatz-V_3000000-K_40-P_0.5,rcm,dgl,cuda,1.1074918097571453,40.0,0.09,watts
351,watts-strogatz-V_3000000-K_40-P_0.5,ldg,dgl,cuda,1.0560030336146013,40.0,0.09,watts
352,watts-strogatz-V_3000000-K_40-P_0.5,gorder,pyg,cpu,1.0594387655676867,40.0,0.09,watts
353,watts-strogatz-V_3000000-K_40-P_0.5,metis-65536,pyg,cpu,1.1020172042306706,40.0,0.09,watts
354,watts-strogatz-V_3000000-K_40-P_0.5,metis-1024,pyg,cpu,1.1163559433751074,40.0,0.09,watts
355,watts-strogatz-V_3000000-K_40-P_0.5,rabbit,pyg,cpu,1.1259538585600284,40.0,0.09,watts
356,watts-strogatz-V_3000000-K_40-P_0.5,bfs,pyg,cpu,1.0506769874521924,40.0,0.09,watts
357,watts-strogatz-V_3000000-K_40-P_0.5,rcm,pyg,cpu,1.084678971463856,40.0,0.09,watts
358,watts-strogatz-V_3000000-K_40-P_0.5,metis-16,pyg,cpu,1.0962209754779517,40.0,0.09,watts
359,watts-strogatz-V_3000000-K_40-P_0.5,dfs,pyg,cpu,1.0990010745399228,40.0,0.09,watts
360,watts-strogatz-V_3000000-K_40-P_0.5,HubSort,pyg,cpu,1.080710380565097,40.0,0.09,watts
361,watts-strogatz-V_3000000-K_40-P_0.5,slashburn,pyg,cpu,1.0940575031698294,40.0,0.09,watts
362,watts-strogatz-V_3000000-K_40-P_0.5,ldg,pyg,cpu,1.0477006496554866,40.0,0.09,watts
363,watts-strogatz-V_3000000-K_40-P_0.5,minla,pyg,cpu,1.1017965942646506,40.0,0.09,watts
364,watts-strogatz-V_3000000-K_40-P_0.5,HubCluster,pyg,cpu,1.1233842256540103,40.0,0.09,watts
365,watts-strogatz-V_3000000-K_40-P_0.5,metis-128,pyg,cpu,1.0994094735411135,40.0,0.09,watts
366,watts-strogatz-V_3000000-K_40-P_0.5,DegSort,pyg,cpu,1.1195407302523332,40.0,0.09,watts
367,watts-strogatz-V_3000000-K_40-P_0.5,metis-8192,pyg,cpu,1.0816187506655424,40.0,0.09,watts
368,watts-strogatz-V_3000000-K_40-P_0.5,slashburn,dgl,cpu,1.2012510862850085,40.0,0.09,watts
369,watts-strogatz-V_3000000-K_40-P_0.5,dfs,dgl,cpu,1.1374786767367393,40.0,0.09,watts
370,watts-strogatz-V_3000000-K_40-P_0.5,DegSort,dgl,cpu,1.1070808472184779,40.0,0.09,watts
371,watts-strogatz-V_3000000-K_40-P_0.5,metis-8192,dgl,cpu,1.2993775637948701,40.0,0.09,watts
372,watts-strogatz-V_3000000-K_40-P_0.5,HubCluster,dgl,cpu,1.0797949523565027,40.0,0.09,watts
373,watts-strogatz-V_3000000-K_40-P_0.5,metis-16,dgl,cpu,1.5675993121278096,40.0,0.09,watts
374,watts-strogatz-V_3000000-K_40-P_0.5,rabbit,dgl,cpu,1.4024870197136152,40.0,0.09,watts
375,watts-strogatz-V_3000000-K_40-P_0.5,metis-128,dgl,cpu,1.5272797360520762,40.0,0.09,watts
376,watts-strogatz-V_3000000-K_40-P_0.5,bfs,dgl,cpu,1.1086236961969382,40.0,0.09,watts
377,watts-strogatz-V_3000000-K_40-P_0.5,HubSort,dgl,cpu,1.1146348608621721,40.0,0.09,watts
378,watts-strogatz-V_3000000-K_40-P_0.5,metis-1024,dgl,cpu,1.4486488944749436,40.0,0.09,watts
379,watts-strogatz-V_3000000-K_40-P_0.5,gorder,dgl,cpu,1.2263534641428029,40.0,0.09,watts
380,watts-strogatz-V_3000000-K_40-P_0.5,ldg,dgl,cpu,1.1078637175057344,40.0,0.09,watts
381,watts-strogatz-V_3000000-K_40-P_0.5,minla,dgl,cpu,1.0003793134617576,40.0,0.09,watts
382,watts-strogatz-V_3000000-K_40-P_0.5,metis-65536,dgl,cpu,1.3472536693334385,40.0,0.09,watts
383,watts-strogatz-V_3000000-K_40-P_0.5,rcm,dgl,cpu,1.0461445469358057,40.0,0.09,watts
384,watts-strogatz-V_3000000-K_40-P_0.3,rabbit,pyg,cuda,1.5922655513222577,40.0,0.25,watts
385,watts-strogatz-V_3000000-K_40-P_0.3,DegSort,pyg,cuda,1.517609313650296,40.0,0.25,watts
386,watts-strogatz-V_3000000-K_40-P_0.3,bfs,pyg,cuda,1.4136531679435733,40.0,0.25,watts
387,watts-strogatz-V_3000000-K_40-P_0.3,metis-1024,pyg,cuda,1.5863627989492004,40.0,0.25,watts
388,watts-strogatz-V_3000000-K_40-P_0.3,gorder,pyg,cuda,1.6170824554899512,40.0,0.25,watts
389,watts-strogatz-V_3000000-K_40-P_0.3,metis-65536,pyg,cuda,1.523319979924021,40.0,0.25,watts
390,watts-strogatz-V_3000000-K_40-P_0.3,HubSort,pyg,cuda,1.5552878182966383,40.0,0.25,watts
391,watts-strogatz-V_3000000-K_40-P_0.3,metis-128,pyg,cuda,1.591730293138201,40.0,0.25,watts
392,watts-strogatz-V_3000000-K_40-P_0.3,rcm,pyg,cuda,1.4778562542867744,40.0,0.25,watts
393,watts-strogatz-V_3000000-K_40-P_0.3,ldg,pyg,cuda,1.0624992859222253,40.0,0.25,watts
394,watts-strogatz-V_3000000-K_40-P_0.3,metis-8192,pyg,cuda,1.5679608834935097,40.0,0.25,watts
395,watts-strogatz-V_3000000-K_40-P_0.3,dfs,pyg,cuda,1.6304347673631692,40.0,0.25,watts
396,watts-strogatz-V_3000000-K_40-P_0.3,metis-16,pyg,cuda,1.6012979025140492,40.0,0.25,watts
397,watts-strogatz-V_3000000-K_40-P_0.3,HubCluster,pyg,cuda,1.6161921333388036,40.0,0.25,watts
398,watts-strogatz-V_3000000-K_40-P_0.3,slashburn,pyg,cuda,1.6442477700861984,40.0,0.25,watts
399,watts-strogatz-V_3000000-K_40-P_0.3,minla,pyg,cuda,1.6410792511537498,40.0,0.25,watts
400,watts-strogatz-V_3000000-K_40-P_0.3,ldg,dgl,cuda,1.018181818181821,40.0,0.25,watts
401,watts-strogatz-V_3000000-K_40-P_0.3,metis-8192,dgl,cuda,1.377698914938053,40.0,0.25,watts
402,watts-strogatz-V_3000000-K_40-P_0.3,metis-65536,dgl,cuda,1.370997410483083,40.0,0.25,watts
403,watts-strogatz-V_3000000-K_40-P_0.3,minla,dgl,cuda,1.4704064164721422,40.0,0.25,watts
404,watts-strogatz-V_3000000-K_40-P_0.3,gorder,dgl,cuda,1.4720875939002593,40.0,0.25,watts
405,watts-strogatz-V_3000000-K_40-P_0.3,rcm,dgl,cuda,1.2569344529697488,40.0,0.25,watts
406,watts-strogatz-V_3000000-K_40-P_0.3,HubCluster,dgl,cuda,1.4572945165661026,40.0,0.25,watts
407,watts-strogatz-V_3000000-K_40-P_0.3,metis-1024,dgl,cuda,1.4461966670355837,40.0,0.25,watts
408,watts-strogatz-V_3000000-K_40-P_0.3,metis-128,dgl,cuda,1.4390027882565233,40.0,0.25,watts
409,watts-strogatz-V_3000000-K_40-P_0.3,slashburn,dgl,cuda,1.419246598926357,40.0,0.25,watts
410,watts-strogatz-V_3000000-K_40-P_0.3,metis-16,dgl,cuda,1.4578929877035591,40.0,0.25,watts
411,watts-strogatz-V_3000000-K_40-P_0.3,DegSort,dgl,cuda,1.2753808582393302,40.0,0.25,watts
412,watts-strogatz-V_3000000-K_40-P_0.3,rabbit,dgl,cuda,1.3993237516291046,40.0,0.25,watts
413,watts-strogatz-V_3000000-K_40-P_0.3,HubSort,dgl,cuda,1.3469427142731825,40.0,0.25,watts
414,watts-strogatz-V_3000000-K_40-P_0.3,dfs,dgl,cuda,1.4299498011604446,40.0,0.25,watts
415,watts-strogatz-V_3000000-K_40-P_0.3,bfs,dgl,cuda,1.252188238460394,40.0,0.25,watts
416,watts-strogatz-V_3000000-K_40-P_0.3,rabbit,dgl,cpu,1.5785112873838747,40.0,0.25,watts
417,watts-strogatz-V_3000000-K_40-P_0.3,metis-1024,dgl,cpu,1.5738381308395248,40.0,0.25,watts
418,watts-strogatz-V_3000000-K_40-P_0.3,metis-128,dgl,cpu,1.5998875806753474,40.0,0.25,watts
419,watts-strogatz-V_3000000-K_40-P_0.3,dfs,dgl,cpu,1.3914734524602017,40.0,0.25,watts
420,watts-strogatz-V_3000000-K_40-P_0.3,gorder,dgl,cpu,1.4871444755879173,40.0,0.25,watts
421,watts-strogatz-V_3000000-K_40-P_0.3,HubCluster,dgl,cpu,1.3916624107848823,40.0,0.25,watts
422,watts-strogatz-V_3000000-K_40-P_0.3,DegSort,dgl,cpu,1.212621198337787,40.0,0.25,watts
423,watts-strogatz-V_3000000-K_40-P_0.3,minla,dgl,cpu,1.3639064214038874,40.0,0.25,watts
424,watts-strogatz-V_3000000-K_40-P_0.3,slashburn,dgl,cpu,1.3680002551877926,40.0,0.25,watts
425,watts-strogatz-V_3000000-K_40-P_0.3,ldg,dgl,cpu,1.0911715063832843,40.0,0.25,watts
426,watts-strogatz-V_3000000-K_40-P_0.3,metis-8192,dgl,cpu,1.5968253148250657,40.0,0.25,watts
427,watts-strogatz-V_3000000-K_40-P_0.3,bfs,dgl,cpu,1.2403996306106746,40.0,0.25,watts
428,watts-strogatz-V_3000000-K_40-P_0.3,rcm,dgl,cpu,1.2531316801258223,40.0,0.25,watts
429,watts-strogatz-V_3000000-K_40-P_0.3,metis-65536,dgl,cpu,1.5424686069750528,40.0,0.25,watts
430,watts-strogatz-V_3000000-K_40-P_0.3,metis-16,dgl,cpu,1.5831586664692063,40.0,0.25,watts
431,watts-strogatz-V_3000000-K_40-P_0.3,HubSort,dgl,cpu,1.3232646981122307,40.0,0.25,watts
432,watts-strogatz-V_3000000-K_40-P_0.3,dfs,pyg,cpu,1.148863994333148,40.0,0.25,watts
433,watts-strogatz-V_3000000-K_40-P_0.3,bfs,pyg,cpu,1.1095704022339319,40.0,0.25,watts
434,watts-strogatz-V_3000000-K_40-P_0.3,metis-1024,pyg,cpu,1.1503854516711043,40.0,0.25,watts
435,watts-strogatz-V_3000000-K_40-P_0.3,HubSort,pyg,cpu,1.1321647196887707,40.0,0.25,watts
436,watts-strogatz-V_3000000-K_40-P_0.3,metis-65536,pyg,cpu,1.1324040731938754,40.0,0.25,watts
437,watts-strogatz-V_3000000-K_40-P_0.3,rcm,pyg,cpu,1.1118003495720363,40.0,0.25,watts
438,watts-strogatz-V_3000000-K_40-P_0.3,slashburn,pyg,cpu,1.1563835022627078,40.0,0.25,watts
439,watts-strogatz-V_3000000-K_40-P_0.3,DegSort,pyg,cpu,1.126664010034465,40.0,0.25,watts
440,watts-strogatz-V_3000000-K_40-P_0.3,gorder,pyg,cpu,1.145613363591048,40.0,0.25,watts
441,watts-strogatz-V_3000000-K_40-P_0.3,HubCluster,pyg,cpu,1.1480113525863178,40.0,0.25,watts
442,watts-strogatz-V_3000000-K_40-P_0.3,metis-8192,pyg,cpu,1.1363140017325604,40.0,0.25,watts
443,watts-strogatz-V_3000000-K_40-P_0.3,metis-16,pyg,cpu,1.1530379690758066,40.0,0.25,watts
444,watts-strogatz-V_3000000-K_40-P_0.3,metis-128,pyg,cpu,1.1345942373299287,40.0,0.25,watts
445,watts-strogatz-V_3000000-K_40-P_0.3,minla,pyg,cpu,1.1428335045584679,40.0,0.25,watts
446,watts-strogatz-V_3000000-K_40-P_0.3,rabbit,pyg,cpu,1.1529610446761862,40.0,0.25,watts
447,watts-strogatz-V_3000000-K_40-P_0.3,ldg,pyg,cpu,1.03307091196666,40.0,0.25,watts
448,barabasi-V_3000000-K_30,slashburn,pyg,cuda,1.0759895551266478,30.0,0.0,barabasi
449,barabasi-V_3000000-K_30,ldg,pyg,cuda,0.9921639584988984,30.0,0.0,barabasi
450,barabasi-V_3000000-K_30,metis-128,pyg,cuda,1.03291261435506,30.0,0.0,barabasi
451,barabasi-V_3000000-K_30,gorder,pyg,cuda,1.035923941848693,30.0,0.0,barabasi
452,barabasi-V_3000000-K_30,rcm,pyg,cuda,1.074293483018403,30.0,0.0,barabasi
453,barabasi-V_3000000-K_30,rabbit,pyg,cuda,1.0307643697140965,30.0,0.0,barabasi
454,barabasi-V_3000000-K_30,HubSort,pyg,cuda,1.0504270085296894,30.0,0.0,barabasi
455,barabasi-V_3000000-K_30,metis-1024,pyg,cuda,1.03671988138749,30.0,0.0,barabasi
456,barabasi-V_3000000-K_30,HubCluster,pyg,cuda,1.058978189598748,30.0,0.0,barabasi
457,barabasi-V_3000000-K_30,metis-65536,pyg,cuda,1.0393030282953921,30.0,0.0,barabasi
458,barabasi-V_3000000-K_30,minla,pyg,cuda,1.013110788011934,30.0,0.0,barabasi
459,barabasi-V_3000000-K_30,bfs,pyg,cuda,1.0505891163720307,30.0,0.0,barabasi
460,barabasi-V_3000000-K_30,metis-8192,pyg,cuda,1.0335612035489086,30.0,0.0,barabasi
461,barabasi-V_3000000-K_30,dfs,pyg,cuda,1.0890323881458375,30.0,0.0,barabasi
462,barabasi-V_3000000-K_30,DegSort,pyg,cuda,1.04735218046335,30.0,0.0,barabasi
463,barabasi-V_3000000-K_30,metis-16,pyg,cuda,1.0269614693835722,30.0,0.0,barabasi
464,barabasi-V_3000000-K_30,metis-128,dgl,cuda,1.0040236519283376,30.0,0.0,barabasi
465,barabasi-V_3000000-K_30,HubCluster,dgl,cuda,1.0088443090875685,30.0,0.0,barabasi
466,barabasi-V_3000000-K_30,rcm,dgl,cuda,0.9573876928897808,30.0,0.0,barabasi
467,barabasi-V_3000000-K_30,metis-8192,dgl,cuda,0.9524247727392985,30.0,0.0,barabasi
468,barabasi-V_3000000-K_30,metis-1024,dgl,cuda,1.010732970710881,30.0,0.0,barabasi
469,barabasi-V_3000000-K_30,DegSort,dgl,cuda,1.0052223602976222,30.0,0.0,barabasi
470,barabasi-V_3000000-K_30,slashburn,dgl,cuda,1.0688966508896125,30.0,0.0,barabasi
471,barabasi-V_3000000-K_30,HubSort,dgl,cuda,1.0116022319535862,30.0,0.0,barabasi
472,barabasi-V_3000000-K_30,ldg,dgl,cuda,0.9934416701246706,30.0,0.0,barabasi
473,barabasi-V_3000000-K_30,dfs,dgl,cuda,1.067668811653351,30.0,0.0,barabasi
474,barabasi-V_3000000-K_30,bfs,dgl,cuda,0.9635391893411824,30.0,0.0,barabasi
475,barabasi-V_3000000-K_30,minla,dgl,cuda,0.9871524147879124,30.0,0.0,barabasi
476,barabasi-V_3000000-K_30,metis-65536,dgl,cuda,0.9816776840791488,30.0,0.0,barabasi
477,barabasi-V_3000000-K_30,gorder,dgl,cuda,1.0153508490090493,30.0,0.0,barabasi
478,barabasi-V_3000000-K_30,metis-16,dgl,cuda,0.9630263186408375,30.0,0.0,barabasi
479,barabasi-V_3000000-K_30,rabbit,dgl,cuda,1.0030017957170825,30.0,0.0,barabasi
480,barabasi-V_3000000-K_30,metis-128,dgl,cpu,1.0455239669746799,30.0,0.0,barabasi
481,barabasi-V_3000000-K_30,metis-8192,dgl,cpu,1.0452119144252452,30.0,0.0,barabasi
482,barabasi-V_3000000-K_30,DegSort,dgl,cpu,0.559487668698731,30.0,0.0,barabasi
483,barabasi-V_3000000-K_30,minla,dgl,cpu,0.7046097869696291,30.0,0.0,barabasi
484,barabasi-V_3000000-K_30,HubSort,dgl,cpu,0.5605823966939715,30.0,0.0,barabasi
485,barabasi-V_3000000-K_30,rabbit,dgl,cpu,1.0150087348515262,30.0,0.0,barabasi
486,barabasi-V_3000000-K_30,slashburn,dgl,cpu,0.5710652254678757,30.0,0.0,barabasi
487,barabasi-V_3000000-K_30,HubCluster,dgl,cpu,0.6055243817309088,30.0,0.0,barabasi
488,barabasi-V_3000000-K_30,metis-65536,dgl,cpu,1.1460326319039082,30.0,0.0,barabasi
489,barabasi-V_3000000-K_30,metis-16,dgl,cpu,1.1466586507576233,30.0,0.0,barabasi
490,barabasi-V_3000000-K_30,gorder,dgl,cpu,0.780435595410076,30.0,0.0,barabasi
491,barabasi-V_3000000-K_30,ldg,dgl,cpu,0.9029166630218652,30.0,0.0,barabasi
492,barabasi-V_3000000-K_30,dfs,dgl,cpu,0.5952118300245334,30.0,0.0,barabasi
493,barabasi-V_3000000-K_30,metis-1024,dgl,cpu,1.033919479461081,30.0,0.0,barabasi
494,barabasi-V_3000000-K_30,bfs,dgl,cpu,0.7945744892993135,30.0,0.0,barabasi
495,barabasi-V_3000000-K_30,rcm,dgl,cpu,0.6019584616855269,30.0,0.0,barabasi
496,barabasi-V_3000000-K_30,slashburn,pyg,cpu,0.9946748003314546,30.0,0.0,barabasi
497,barabasi-V_3000000-K_30,metis-128,pyg,cpu,1.0400908368778996,30.0,0.0,barabasi
498,barabasi-V_3000000-K_30,bfs,pyg,cpu,1.0694271017810788,30.0,0.0,barabasi
499,barabasi-V_3000000-K_30,metis-65536,pyg,cpu,1.0169422531091348,30.0,0.0,barabasi
500,barabasi-V_3000000-K_30,rabbit,pyg,cpu,1.0428336300436654,30.0,0.0,barabasi
501,barabasi-V_3000000-K_30,rcm,pyg,cpu,1.0491796416132382,30.0,0.0,barabasi
502,barabasi-V_3000000-K_30,DegSort,pyg,cpu,1.0767858525207714,30.0,0.0,barabasi
503,barabasi-V_3000000-K_30,metis-8192,pyg,cpu,1.0937590112533877,30.0,0.0,barabasi
504,barabasi-V_3000000-K_30,metis-1024,pyg,cpu,1.0555011846234035,30.0,0.0,barabasi
505,barabasi-V_3000000-K_30,ldg,pyg,cpu,1.038738760807097,30.0,0.0,barabasi
506,barabasi-V_3000000-K_30,gorder,pyg,cpu,1.0129234109372882,30.0,0.0,barabasi
507,barabasi-V_3000000-K_30,metis-16,pyg,cpu,1.0499305540302737,30.0,0.0,barabasi
508,barabasi-V_3000000-K_30,minla,pyg,cpu,1.062822026179585,30.0,0.0,barabasi
509,barabasi-V_3000000-K_30,HubSort,pyg,cpu,1.0548849323020513,30.0,0.0,barabasi
510,barabasi-V_3000000-K_30,HubCluster,pyg,cpu,1.0496259880189736,30.0,0.0,barabasi
511,barabasi-V_3000000-K_30,dfs,pyg,cpu,1.104866236818032,30.0,0.0,barabasi
512,barabasi-V_3000000-K_70,slashburn,pyg,cuda,1.101536630638247,70.0,0.0,barabasi
513,barabasi-V_3000000-K_70,HubCluster,pyg,cuda,1.0937889173023847,70.0,0.0,barabasi
514,barabasi-V_3000000-K_70,metis-65536,pyg,cuda,1.0417356110924012,70.0,0.0,barabasi
515,barabasi-V_3000000-K_70,dfs,pyg,cuda,1.10368258621343,70.0,0.0,barabasi
516,barabasi-V_3000000-K_70,rabbit,pyg,cuda,1.0439937968006485,70.0,0.0,barabasi
517,barabasi-V_3000000-K_70,metis-16,pyg,cuda,1.038691928507122,70.0,0.0,barabasi
